Sigma version: 1.0.5
"X","Ω","Converged after 2,500,000 function evaluations",0.005,219.8465821,0.2957148058,"-0.5792608017, +0.5798063045",95.0%
"Z","Ω","Converged after 1,100,000 function evaluations",0.005,254.2595903,0.2364055027,"-0.4625389697, +0.4641475362",95.0%

"Histogram R:"
Bins:,127.375206,127.3852876,127.3953693,127.4054509,127.4155326,127.4256143,127.4356959,127.4457776,127.4558593,127.4659409,127.4760226,127.4861043,127.4961859,127.5062676,127.5163492,127.5264309,127.5365126,127.5465942,127.5566759,127.5667576,127.5768392,127.5869209,127.5970026,127.6070842,127.6171659,127.6272476,127.6373292,127.6474109,127.6574925,127.6675742,127.6776559,127.6877375,127.6978192,127.7079009,127.7179825,127.7280642,127.7381459,127.7482275,127.7583092,127.7683908,127.7784725,127.7885542,127.7986358,127.8087175,127.8187992,127.8288808,127.8389625,127.8490442,127.8591258,127.8692075,127.8792891,127.8893708,127.8994525,127.9095341,127.9196158,127.9296975,127.9397791,127.9498608,127.9599425,127.9700241,127.9801058,127.9901875,128.0002691,128.0103508,128.0204324,128.0305141,128.0405958,128.0506774,128.0607591,128.0708408,128.0809224
Probabilities:,1.538461538e-07,4.615384615e-07,6.153846154e-07,1.923076923e-06,2.538461538e-06,5.615384615e-06,1.046153846e-05,1.953846154e-05,3.323076923e-05,5.753846154e-05,9.407692308e-05,0.0001600769231,0.0002618461538,0.0004141538462,0.0006371538462,0.000954,0.001435230769,0.002092615385,0.003004692308,0.004196153846,0.005751615385,0.007760692308,0.01026246154,0.01325784615,0.01679453846,0.02082676923,0.02523107692,0.02999630769,0.03505469231,0.04003738462,0.04479392308,0.04906046154,0.05255123077,0.05521615385,0.05695461538,0.05738569231,0.05680446154,0.05489569231,0.05199007692,0.04834315385,0.04391923077,0.03915053846,0.03402246154,0.02910138462,0.02444107692,0.01997276923,0.01600676923,0.01255292308,0.009640692308,0.007298923077,0.005385769231,0.003889307692,0.002745461538,0.001911615385,0.001291692308,0.0008606153846,0.0005709230769,0.000349,0.0002183846154,0.0001338461538,8.246153846e-05,4.607692308e-05,2.423076923e-05,1.415384615e-05,9.692307692e-06,4.538461538e-06,2.384615385e-06,7.692307692e-07,6.923076923e-07,4.615384615e-07,2.307692308e-07

"Histogram X:"
Bins:,218.3746305,218.4165768,218.4585231,218.5004694,218.5424157,218.584362,218.6263083,218.6682546,218.7102009,218.7521472,218.7940935,218.8360398,218.8779861,218.9199324,218.9618787,219.003825,219.0457713,219.0877176,219.129664,219.1716103,219.2135566,219.2555029,219.2974492,219.3393955,219.3813418,219.4232881,219.4652344,219.5071807,219.549127,219.5910733,219.6330196,219.6749659,219.7169122,219.7588585,219.8008048,219.8427511,219.8846974,219.9266437,219.96859,220.0105363,220.0524826,220.0944289,220.1363752,220.1783215,220.2202678,220.2622141,220.3041604,220.3461067,220.388053,220.4299993,220.4719456,220.5138919,220.5558382,220.5977845,220.6397308,220.6816771,220.7236234,220.7655697,220.807516,220.8494624,220.8914087,220.933355,220.9753013,221.0172476,221.0591939,221.1011402,221.1430865,221.1850328,221.2269791,221.2689254,221.3108717
Probabilities:,8e-07,8e-07,0,2.4e-06,4.8e-06,1e-05,1.44e-05,2.68e-05,4.12e-05,8.92e-05,0.0001264,0.000212,0.0003416,0.0005328,0.0007916,0.0012,0.0017604,0.002558,0.0035388,0.0048804,0.0066052,0.0088024,0.0114208,0.0147012,0.0183976,0.0224856,0.0269748,0.0318996,0.0366868,0.04121,0.0456204,0.0496188,0.0529016,0.0549932,0.056546,0.0562612,0.0554724,0.053164,0.050326,0.0464936,0.0422268,0.0374336,0.0327252,0.0279104,0.0231104,0.0189932,0.015278,0.0120276,0.0092912,0.0070616,0.0052348,0.0038224,0.00264,0.0018652,0.0013028,0.000858,0.0005384,0.000364,0.000236,0.0001524,9.08e-05,5.68e-05,2.96e-05,1.64e-05,1.04e-05,4.8e-06,2.8e-06,1.6e-06,4e-07,0,8e-07

"Histogram Z:"
Bins:,253.091468,253.1232398,253.1550117,253.1867836,253.2185555,253.2503274,253.2820992,253.3138711,253.345643,253.3774149,253.4091868,253.4409586,253.4727305,253.5045024,253.5362743,253.5680462,253.5998181,253.6315899,253.6633618,253.6951337,253.7269056,253.7586775,253.7904493,253.8222212,253.8539931,253.885765,253.9175369,253.9493087,253.9810806,254.0128525,254.0446244,254.0763963,254.1081681,254.13994,254.1717119,254.2034838,254.2352557,254.2670276,254.2987994,254.3305713,254.3623432,254.3941151,254.425887,254.4576588,254.4894307,254.5212026,254.5529745,254.5847464,254.6165182,254.6482901,254.680062,254.7118339,254.7436058,254.7753776,254.8071495,254.8389214,254.8706933,254.9024652,254.934237,254.9660089,254.9977808,255.0295527,255.0613246,255.0930965,255.1248683,255.1566402,255.1884121,255.220184,255.2519559,255.2837277,255.3154996
Probabilities:,1.818181818e-06,0,1.818181818e-06,9.090909091e-07,2.727272727e-06,9.090909091e-06,1.454545455e-05,1.909090909e-05,3.545454545e-05,8.090909091e-05,0.0001209090909,0.0001554545455,0.0002445454545,0.0003963636364,0.0006045454545,0.0008909090909,0.001307272727,0.001871818182,0.002560909091,0.003637272727,0.004900909091,0.006620909091,0.008464545455,0.01093090909,0.01368545455,0.01724363636,0.02070454545,0.02480818182,0.02917909091,0.03338454545,0.03775727273,0.04172636364,0.04556818182,0.04844272727,0.05114818182,0.05303909091,0.05354181818,0.05289181818,0.05181636364,0.05008363636,0.04713090909,0.04400272727,0.04005363636,0.03536909091,0.03146272727,0.02681363636,0.02282181818,0.01876545455,0.01531909091,0.01240545455,0.00983,0.007691818182,0.005668181818,0.004366363636,0.003222727273,0.002326363636,0.001600909091,0.001152727273,0.0007390909091,0.0004818181818,0.0003218181818,0.0002054545455,0.0001290909091,8.909090909e-05,5.454545455e-05,3.818181818e-05,1.818181818e-05,9.090909091e-06,9.090909091e-06,4.545454545e-06,1.818181818e-06

